gkclasstype,gender,race,gkschid,gkfreelunch,gksurban,g8tmathss,g8treadss,hsgrdcol
REGULAR CLASS,MALE,WHITE,170295,FREE LUNCH,RURAL,850,783,YES
SMALL CLASS,MALE,WHITE,201449,NON-FREE LUNCH,RURAL,823,746,YES
SMALL CLASS,FEMALE,WHITE,203452,NON-FREE LUNCH,RURAL,858,892,NA
SMALL CLASS,MALE,WHITE,203457,NON-FREE LUNCH,RURAL,806,862,NA
SMALL CLASS,MALE,WHITE,203452,FREE LUNCH,RURAL,NA,NA,NA
SMALL CLASS,FEMALE,WHITE,212522,NON-FREE LUNCH,URBAN,811,789,YES
REGULAR CLASS,MALE,WHITE,128079,FREE LUNCH,RURAL,NA,NA,NA
REGULAR CLASS,MALE,WHITE,128079,FREE LUNCH,RURAL,806,818,NA
SMALL CLASS,FEMALE,WHITE,205491,NON-FREE LUNCH,SUBURBAN,NA,NA,YES
REGULAR CLASS,FEMALE,WHITE,205491,NON-FREE LUNCH,SUBURBAN,NA,NA,NA
REGULAR CLASS,FEMALE,WHITE,161183,NON-FREE LUNCH,RURAL,702,746,YES
REGULAR CLASS,FEMALE,WHITE,234628,NON-FREE LUNCH,RURAL,NA,NA,NA
SMALL CLASS,MALE,WHITE,205489,NON-FREE LUNCH,SUBURBAN,NA,NA,NA
SMALL CLASS,MALE,BLACK,205490,FREE LUNCH,INNER CITY,NA,NA,NA
SMALL CLASS,MALE,WHITE,161183,NON-FREE LUNCH,RURAL,798,768,YES
SMALL CLASS,MALE,WHITE,130085,NON-FREE LUNCH,SUBURBAN,NA,NA,NA
SMALL CLASS,MALE,OTHER,205489,NON-FREE LUNCH,SUBURBAN,855,798,YES
REGULAR CLASS,MALE,BLACK,205490,FREE LUNCH,INNER CITY,NA,NA,NO
REGULAR CLASS,FEMALE,BLACK,205490,FREE LUNCH,INNER CITY,NA,NA,NA
SMALL CLASS,MALE,WHITE,130085,FREE LUNCH,SUBURBAN,NA,NA,NA
REGULAR CLASS,MALE,WHITE,205488,NON-FREE LUNCH,SUBURBAN,NA,NA,NA
SMALL CLASS,FEMALE,WHITE,128068,NON-FREE LUNCH,RURAL,NA,NA,NO
REGULAR CLASS,MALE,WHITE,205491,NON-FREE LUNCH,SUBURBAN,841,816,YES
REGULAR CLASS,FEMALE,WHITE,128068,NON-FREE LUNCH,RURAL,NA,NA,NA
SMALL CLASS,MALE,WHITE,205491,NON-FREE LUNCH,SUBURBAN,843,818,NA
SMALL CLASS,FEMALE,WHITE,212522,NON-FREE LUNCH,URBAN,814,814,NA
REGULAR CLASS,MALE,BLACK,205492,FREE LUNCH,SUBURBAN,740,703,NO
REGULAR CLASS,MALE,WHITE,205492,FREE LUNCH,SUBURBAN,730,797,YES
REGULAR CLASS,MALE,BLACK,244776,FREE LUNCH,INNER CITY,NA,NA,NA
SMALL CLASS,FEMALE,WHITE,130085,NON-FREE LUNCH,SUBURBAN,NA,NA,NA
REGULAR CLASS,MALE,WHITE,208501,NON-FREE LUNCH,RURAL,808,764,NA
REGULAR CLASS,MALE,WHITE,208503,NON-FREE LUNCH,RURAL,NA,NA,NA
REGULAR CLASS,MALE,WHITE,208501,NON-FREE LUNCH,RURAL,803,795,NA
SMALL CLASS,MALE,WHITE,208503,FREE LUNCH,RURAL,NA,NA,YES
REGULAR CLASS,FEMALE,WHITE,208503,NON-FREE LUNCH,RURAL,833,813,YES
SMALL CLASS,MALE,WHITE,208501,FREE LUNCH,RURAL,787,803,YES
SMALL CLASS,FEMALE,WHITE,208501,FREE LUNCH,RURAL,739,740,NO
REGULAR CLASS,FEMALE,WHITE,221571,NON-FREE LUNCH,RURAL,NA,NA,NA
SMALL CLASS,FEMALE,WHITE,208501,NON-FREE LUNCH,RURAL,797,856,YES
REGULAR CLASS,MALE,WHITE,215533,FREE LUNCH,RURAL,883,819,YES
SMALL CLASS,MALE,WHITE,215533,NON-FREE LUNCH,RURAL,739,826,NA
REGULAR CLASS,MALE,WHITE,193422,FREE LUNCH,RURAL,799,779,YES
REGULAR CLASS,FEMALE,WHITE,216536,NON-FREE LUNCH,RURAL,816,767,YES
REGULAR CLASS,MALE,WHITE,193422,FREE LUNCH,RURAL,NA,NA,NO
SMALL CLASS,MALE,BLACK,180344,FREE LUNCH,URBAN,NA,NA,NA
REGULAR CLASS,FEMALE,WHITE,193423,NON-FREE LUNCH,RURAL,807,786,YES
REGULAR CLASS,MALE,WHITE,159171,NON-FREE LUNCH,RURAL,848,848,YES
SMALL CLASS,FEMALE,WHITE,180344,NON-FREE LUNCH,URBAN,844,786,YES
REGULAR CLASS,MALE,WHITE,159171,NON-FREE LUNCH,RURAL,748,729,YES
SMALL CLASS,FEMALE,BLACK,159171,NON-FREE LUNCH,RURAL,771,758,YES
SMALL CLASS,FEMALE,WHITE,170295,NON-FREE LUNCH,RURAL,825,775,YES
SMALL CLASS,FEMALE,WHITE,170295,NON-FREE LUNCH,RURAL,784,771,NA
REGULAR CLASS,FEMALE,WHITE,230612,FREE LUNCH,RURAL,777,734,YES
SMALL CLASS,FEMALE,BLACK,159171,FREE LUNCH,RURAL,NA,NA,NA
REGULAR CLASS,MALE,WHITE,221574,FREE LUNCH,RURAL,NA,NA,YES
REGULAR CLASS,MALE,BLACK,221571,FREE LUNCH,RURAL,NA,NA,NA
SMALL CLASS,FEMALE,WHITE,221571,NON-FREE LUNCH,RURAL,781,735,YES
REGULAR CLASS,FEMALE,WHITE,209510,NON-FREE LUNCH,RURAL,851,794,YES
REGULAR CLASS,MALE,BLACK,221571,FREE LUNCH,RURAL,NA,NA,NA
REGULAR CLASS,MALE,WHITE,230612,FREE LUNCH,RURAL,688,673,YES
SMALL CLASS,FEMALE,WHITE,212522,NON-FREE LUNCH,URBAN,716,765,YES
REGULAR CLASS,MALE,WHITE,225585,FREE LUNCH,RURAL,NA,NA,YES
SMALL CLASS,FEMALE,WHITE,201449,FREE LUNCH,RURAL,829,771,NO
REGULAR CLASS,MALE,WHITE,225585,NON-FREE LUNCH,RURAL,NA,NA,NA
REGULAR CLASS,FEMALE,WHITE,225585,NON-FREE LUNCH,RURAL,755,722,YES
REGULAR CLASS,FEMALE,WHITE,225585,NON-FREE LUNCH,RURAL,743,737,YES
SMALL CLASS,MALE,WHITE,225585,FREE LUNCH,RURAL,NA,NA,YES
SMALL CLASS,MALE,WHITE,225585,NON-FREE LUNCH,RURAL,809,854,YES
REGULAR CLASS,MALE,WHITE,225585,NON-FREE LUNCH,RURAL,NA,NA,YES
REGULAR CLASS,MALE,WHITE,228606,FREE LUNCH,RURAL,NA,NA,NO
SMALL CLASS,MALE,WHITE,228606,FREE LUNCH,RURAL,NA,NA,YES
SMALL CLASS,FEMALE,WHITE,261927,FREE LUNCH,RURAL,773,747,NA
REGULAR CLASS,MALE,WHITE,261927,NON-FREE LUNCH,RURAL,792,750,YES
SMALL CLASS,MALE,WHITE,168211,FREE LUNCH,RURAL,NA,NA,NO
SMALL CLASS,FEMALE,WHITE,168211,NON-FREE LUNCH,RURAL,761,756,YES
REGULAR CLASS,FEMALE,BLACK,244799,NON-FREE LUNCH,SUBURBAN,NA,NA,NA
SMALL CLASS,MALE,BLACK,244776,FREE LUNCH,INNER CITY,829,751,NA
SMALL CLASS,MALE,WHITE,193422,FREE LUNCH,RURAL,713,698,NA
SMALL CLASS,FEMALE,WHITE,166203,NON-FREE LUNCH,URBAN,790,755,YES
SMALL CLASS,FEMALE,WHITE,218562,NON-FREE LUNCH,URBAN,790,766,YES
SMALL CLASS,FEMALE,WHITE,218562,FREE LUNCH,URBAN,NA,NA,NO
SMALL CLASS,MALE,WHITE,218562,NON-FREE LUNCH,URBAN,780,725,YES
SMALL CLASS,MALE,WHITE,218562,FREE LUNCH,URBAN,NA,NA,NO
REGULAR CLASS,FEMALE,WHITE,169219,FREE LUNCH,SUBURBAN,NA,NA,NA
REGULAR CLASS,FEMALE,WHITE,244818,NON-FREE LUNCH,INNER CITY,788,754,YES
SMALL CLASS,FEMALE,BLACK,244796,FREE LUNCH,INNER CITY,NA,NA,NA
REGULAR CLASS,FEMALE,BLACK,244776,FREE LUNCH,INNER CITY,763,746,NA
SMALL CLASS,MALE,BLACK,244776,FREE LUNCH,INNER CITY,757,710,NA
REGULAR CLASS,MALE,BLACK,244727,FREE LUNCH,SUBURBAN,NA,NA,NA
SMALL CLASS,FEMALE,BLACK,244839,NON-FREE LUNCH,SUBURBAN,804,774,YES
SMALL CLASS,MALE,WHITE,205489,NON-FREE LUNCH,SUBURBAN,NA,NA,YES
REGULAR CLASS,FEMALE,WHITE,128079,FREE LUNCH,RURAL,NA,NA,NA
REGULAR CLASS,MALE,BLACK,244708,FREE LUNCH,INNER CITY,NA,NA,NA
SMALL CLASS,MALE,BLACK,244801,NON-FREE LUNCH,SUBURBAN,NA,NA,YES
REGULAR CLASS,FEMALE,BLACK,244776,NON-FREE LUNCH,INNER CITY,783,736,YES
REGULAR CLASS,FEMALE,BLACK,244776,FREE LUNCH,INNER CITY,NA,NA,NA
REGULAR CLASS,FEMALE,BLACK,244697,FREE LUNCH,INNER CITY,768,721,NO
REGULAR CLASS,MALE,WHITE,244818,NON-FREE LUNCH,INNER CITY,766,754,NA
REGULAR CLASS,MALE,BLACK,244708,FREE LUNCH,INNER CITY,NA,NA,NA
SMALL CLASS,FEMALE,BLACK,244697,FREE LUNCH,INNER CITY,NA,NA,NA
SMALL CLASS,FEMALE,BLACK,244839,FREE LUNCH,SUBURBAN,787,754,YES
REGULAR CLASS,MALE,BLACK,244776,FREE LUNCH,INNER CITY,NA,NA,NA
SMALL CLASS,FEMALE,BLACK,244831,FREE LUNCH,SUBURBAN,713,718,YES
REGULAR CLASS,MALE,BLACK,244697,FREE LUNCH,INNER CITY,794,783,YES
REGULAR CLASS,MALE,BLACK,244723,FREE LUNCH,INNER CITY,747,762,NO
REGULAR CLASS,MALE,WHITE,252885,NON-FREE LUNCH,RURAL,NA,NA,YES
REGULAR CLASS,FEMALE,WHITE,252885,NON-FREE LUNCH,RURAL,NA,NA,YES
REGULAR CLASS,FEMALE,WHITE,252885,NON-FREE LUNCH,RURAL,838,815,YES
REGULAR CLASS,MALE,WHITE,259915,FREE LUNCH,RURAL,738,681,YES
REGULAR CLASS,MALE,WHITE,259915,NON-FREE LUNCH,RURAL,753,779,YES
SMALL CLASS,MALE,WHITE,165199,NON-FREE LUNCH,URBAN,NA,NA,YES
REGULAR CLASS,MALE,WHITE,257905,NON-FREE LUNCH,URBAN,839,783,YES
SMALL CLASS,FEMALE,WHITE,257899,FREE LUNCH,RURAL,869,820,YES
SMALL CLASS,MALE,WHITE,257899,NON-FREE LUNCH,RURAL,762,691,YES
SMALL CLASS,FEMALE,WHITE,257905,FREE LUNCH,URBAN,NA,NA,NA
REGULAR CLASS,FEMALE,WHITE,257899,NON-FREE LUNCH,RURAL,840,806,YES
SMALL CLASS,MALE,WHITE,257905,FREE LUNCH,URBAN,NA,NA,NA
REGULAR CLASS,MALE,WHITE,257905,NON-FREE LUNCH,URBAN,836,764,YES
SMALL CLASS,MALE,WHITE,257899,NON-FREE LUNCH,RURAL,777,767,NO
SMALL CLASS,MALE,WHITE,257905,FREE LUNCH,URBAN,NA,NA,NA
REGULAR CLASS,MALE,WHITE,257905,NON-FREE LUNCH,URBAN,726,711,NA
SMALL CLASS,MALE,WHITE,221574,NON-FREE LUNCH,RURAL,NA,NA,NA
SMALL CLASS,MALE,WHITE,216536,FREE LUNCH,RURAL,NA,NA,NA
REGULAR CLASS,FEMALE,WHITE,161183,NON-FREE LUNCH,RURAL,748,744,NA
REGULAR CLASS,MALE,WHITE,234628,NON-FREE LUNCH,RURAL,NA,NA,NA
SMALL CLASS,FEMALE,BLACK,112038,FREE LUNCH,URBAN,NA,NA,NO
REGULAR CLASS,MALE,BLACK,112038,FREE LUNCH,URBAN,NA,NA,YES
SMALL CLASS,FEMALE,WHITE,128068,NON-FREE LUNCH,RURAL,850,819,YES
SMALL CLASS,MALE,WHITE,128076,NON-FREE LUNCH,SUBURBAN,831,790,NO
REGULAR CLASS,MALE,WHITE,159171,FREE LUNCH,RURAL,882,783,NA
SMALL CLASS,MALE,WHITE,161183,NON-FREE LUNCH,RURAL,774,772,YES
SMALL CLASS,MALE,WHITE,161176,NON-FREE LUNCH,RURAL,692,764,NA
REGULAR CLASS,MALE,WHITE,112038,FREE LUNCH,URBAN,800,767,YES
REGULAR CLASS,FEMALE,WHITE,165199,NON-FREE LUNCH,URBAN,NA,NA,NA
SMALL CLASS,MALE,WHITE,166203,NON-FREE LUNCH,URBAN,883,803,YES
SMALL CLASS,FEMALE,WHITE,164198,NON-FREE LUNCH,RURAL,NA,NA,YES
SMALL CLASS,MALE,WHITE,165199,NON-FREE LUNCH,URBAN,842,812,YES
REGULAR CLASS,MALE,WHITE,166203,FREE LUNCH,URBAN,NA,NA,YES
REGULAR CLASS,FEMALE,WHITE,168214,NON-FREE LUNCH,RURAL,NA,NA,YES
SMALL CLASS,FEMALE,WHITE,123056,NON-FREE LUNCH,RURAL,787,783,YES
SMALL CLASS,FEMALE,WHITE,168211,NON-FREE LUNCH,RURAL,NA,NA,YES
SMALL CLASS,MALE,WHITE,168214,NON-FREE LUNCH,RURAL,NA,NA,YES
SMALL CLASS,FEMALE,WHITE,168211,NON-FREE LUNCH,RURAL,NA,NA,YES
REGULAR CLASS,FEMALE,WHITE,123056,NON-FREE LUNCH,RURAL,842,801,YES
SMALL CLASS,MALE,WHITE,234628,FREE LUNCH,RURAL,NA,NA,NA
SMALL CLASS,FEMALE,WHITE,168211,NON-FREE LUNCH,RURAL,NA,NA,YES
REGULAR CLASS,FEMALE,WHITE,168211,NON-FREE LUNCH,RURAL,NA,NA,YES
SMALL CLASS,FEMALE,WHITE,252885,NON-FREE LUNCH,RURAL,867,767,YES
SMALL CLASS,FEMALE,WHITE,264945,NON-FREE LUNCH,SUBURBAN,NA,NA,YES
REGULAR CLASS,FEMALE,WHITE,112038,NON-FREE LUNCH,URBAN,803,823,YES
REGULAR CLASS,FEMALE,WHITE,209510,NON-FREE LUNCH,RURAL,811,763,NO
REGULAR CLASS,FEMALE,WHITE,201449,FREE LUNCH,RURAL,782,750,YES
REGULAR CLASS,FEMALE,WHITE,169229,NON-FREE LUNCH,SUBURBAN,818,795,YES
REGULAR CLASS,FEMALE,WHITE,169280,NON-FREE LUNCH,SUBURBAN,NA,NA,NA
REGULAR CLASS,FEMALE,WHITE,225585,NON-FREE LUNCH,RURAL,807,865,NA
SMALL CLASS,FEMALE,WHITE,264945,NON-FREE LUNCH,SUBURBAN,NA,NA,NA
REGULAR CLASS,MALE,WHITE,201449,NON-FREE LUNCH,RURAL,NA,NA,YES
REGULAR CLASS,MALE,WHITE,169280,NON-FREE LUNCH,SUBURBAN,NA,763,NO
SMALL CLASS,FEMALE,WHITE,201449,NON-FREE LUNCH,RURAL,835,810,YES
SMALL CLASS,MALE,WHITE,262937,NON-FREE LUNCH,SUBURBAN,NA,NA,NA
REGULAR CLASS,MALE,WHITE,252885,NON-FREE LUNCH,RURAL,828,768,NA
REGULAR CLASS,FEMALE,WHITE,169229,NON-FREE LUNCH,SUBURBAN,NA,NA,NA
SMALL CLASS,MALE,WHITE,169229,NON-FREE LUNCH,SUBURBAN,838,820,NA
REGULAR CLASS,FEMALE,WHITE,262937,NON-FREE LUNCH,SUBURBAN,753,748,NA
SMALL CLASS,MALE,WHITE,169231,FREE LUNCH,INNER CITY,NA,NA,YES
REGULAR CLASS,FEMALE,WHITE,170295,NON-FREE LUNCH,RURAL,844,779,YES
REGULAR CLASS,MALE,WHITE,173312,FREE LUNCH,RURAL,793,788,YES
REGULAR CLASS,FEMALE,WHITE,173312,NON-FREE LUNCH,RURAL,763,762,YES
SMALL CLASS,FEMALE,WHITE,180344,NON-FREE LUNCH,URBAN,876,764,NA
REGULAR CLASS,FEMALE,BLACK,180344,FREE LUNCH,URBAN,NA,NA,NO
SMALL CLASS,MALE,WHITE,208501,NON-FREE LUNCH,RURAL,749,766,YES
SMALL CLASS,FEMALE,WHITE,203457,NON-FREE LUNCH,RURAL,762,768,YES
SMALL CLASS,MALE,WHITE,205492,NON-FREE LUNCH,SUBURBAN,NA,NA,NA
SMALL CLASS,FEMALE,WHITE,189382,NON-FREE LUNCH,SUBURBAN,748,740,NA
REGULAR CLASS,FEMALE,WHITE,189396,NON-FREE LUNCH,RURAL,814,767,NA
REGULAR CLASS,FEMALE,WHITE,189378,NON-FREE LUNCH,RURAL,801,781,YES
REGULAR CLASS,FEMALE,WHITE,189382,NON-FREE LUNCH,SUBURBAN,765,770,YES
REGULAR CLASS,FEMALE,WHITE,218562,FREE LUNCH,URBAN,710,701,NA
SMALL CLASS,MALE,WHITE,123056,NON-FREE LUNCH,RURAL,782,805,NA
SMALL CLASS,FEMALE,WHITE,189382,NON-FREE LUNCH,SUBURBAN,NA,NA,NA
SMALL CLASS,FEMALE,WHITE,189378,FREE LUNCH,RURAL,798,794,YES
SMALL CLASS,MALE,WHITE,189382,NON-FREE LUNCH,SUBURBAN,NA,NA,NO
SMALL CLASS,FEMALE,WHITE,205489,NON-FREE LUNCH,SUBURBAN,NA,NA,NA
SMALL CLASS,MALE,WHITE,189396,NON-FREE LUNCH,RURAL,878,848,NA
SMALL CLASS,FEMALE,BLACK,215533,FREE LUNCH,RURAL,734,712,NA
SMALL CLASS,FEMALE,WHITE,201449,NON-FREE LUNCH,RURAL,833,782,YES
SMALL CLASS,FEMALE,WHITE,201449,NON-FREE LUNCH,RURAL,810,716,NA
REGULAR CLASS,FEMALE,WHITE,162184,FREE LUNCH,RURAL,775,746,YES
SMALL CLASS,FEMALE,WHITE,203452,FREE LUNCH,RURAL,NA,NA,NA
SMALL CLASS,FEMALE,WHITE,203452,NON-FREE LUNCH,RURAL,NA,NA,NA
REGULAR CLASS,FEMALE,WHITE,203452,FREE LUNCH,RURAL,766,748,YES
REGULAR CLASS,FEMALE,WHITE,203452,FREE LUNCH,RURAL,764,747,YES
REGULAR CLASS,FEMALE,WHITE,203457,NON-FREE LUNCH,RURAL,768,745,YES
REGULAR CLASS,FEMALE,WHITE,203452,NON-FREE LUNCH,RURAL,806,796,YES
REGULAR CLASS,MALE,BLACK,205492,NON-FREE LUNCH,SUBURBAN,NA,NA,NA
SMALL CLASS,FEMALE,WHITE,161183,NON-FREE LUNCH,RURAL,839,802,NA
SMALL CLASS,MALE,WHITE,161176,NON-FREE LUNCH,RURAL,NA,NA,NA
SMALL CLASS,FEMALE,WHITE,205489,NON-FREE LUNCH,SUBURBAN,822,788,NA
SMALL CLASS,FEMALE,WHITE,205489,NON-FREE LUNCH,SUBURBAN,820,769,YES
REGULAR CLASS,MALE,WHITE,205488,NON-FREE LUNCH,SUBURBAN,788,752,YES
SMALL CLASS,FEMALE,BLACK,205492,FREE LUNCH,SUBURBAN,NA,NA,NA
SMALL CLASS,FEMALE,WHITE,205491,NON-FREE LUNCH,SUBURBAN,775,848,NA
SMALL CLASS,FEMALE,WHITE,257899,NON-FREE LUNCH,RURAL,NA,NA,NA
REGULAR CLASS,FEMALE,WHITE,234628,NON-FREE LUNCH,RURAL,791,787,YES
REGULAR CLASS,MALE,WHITE,128079,NON-FREE LUNCH,RURAL,NA,NA,YES
REGULAR CLASS,FEMALE,WHITE,128068,NON-FREE LUNCH,RURAL,814,839,YES
REGULAR CLASS,FEMALE,WHITE,130085,NON-FREE LUNCH,SUBURBAN,785,771,YES
SMALL CLASS,FEMALE,WHITE,212522,FREE LUNCH,URBAN,NA,NA,NO
SMALL CLASS,FEMALE,WHITE,128079,NON-FREE LUNCH,RURAL,813,862,YES
REGULAR CLASS,MALE,BLACK,205492,FREE LUNCH,SUBURBAN,755,734,NA
SMALL CLASS,MALE,BLACK,205490,FREE LUNCH,INNER CITY,NA,NA,YES
REGULAR CLASS,MALE,WHITE,128068,FREE LUNCH,RURAL,NA,NA,NA
REGULAR CLASS,MALE,BLACK,205490,FREE LUNCH,INNER CITY,NA,NA,NA
SMALL CLASS,MALE,WHITE,128076,NON-FREE LUNCH,SUBURBAN,783,780,YES
REGULAR CLASS,MALE,WHITE,208503,NON-FREE LUNCH,RURAL,891,796,YES
SMALL CLASS,MALE,WHITE,208501,FREE LUNCH,RURAL,770,748,NO
SMALL CLASS,MALE,WHITE,208503,NON-FREE LUNCH,RURAL,NA,NA,NA
SMALL CLASS,MALE,WHITE,208501,NON-FREE LUNCH,RURAL,792,779,YES
REGULAR CLASS,FEMALE,WHITE,208503,NON-FREE LUNCH,RURAL,807,804,YES
SMALL CLASS,FEMALE,WHITE,208501,NON-FREE LUNCH,RURAL,812,787,YES
SMALL CLASS,FEMALE,WHITE,259915,NON-FREE LUNCH,RURAL,NA,NA,YES
SMALL CLASS,FEMALE,WHITE,221571,NON-FREE LUNCH,RURAL,NA,NA,NA
SMALL CLASS,MALE,WHITE,208501,NON-FREE LUNCH,RURAL,791,795,YES
SMALL CLASS,MALE,WHITE,208501,FREE LUNCH,RURAL,NA,NA,NA
SMALL CLASS,MALE,WHITE,259915,FREE LUNCH,RURAL,NA,NA,NA
SMALL CLASS,FEMALE,WHITE,208501,FREE LUNCH,RURAL,NA,NA,NA
SMALL CLASS,FEMALE,WHITE,208501,NA,RURAL,788,760,YES
SMALL CLASS,FEMALE,WHITE,230612,FREE LUNCH,RURAL,768,769,YES
SMALL CLASS,FEMALE,WHITE,209510,NON-FREE LUNCH,RURAL,811,777,YES
SMALL CLASS,MALE,WHITE,212522,NON-FREE LUNCH,URBAN,NA,NA,NA
SMALL CLASS,MALE,WHITE,264945,NON-FREE LUNCH,SUBURBAN,771,751,YES
SMALL CLASS,FEMALE,WHITE,228606,NON-FREE LUNCH,RURAL,920,815,YES
REGULAR CLASS,FEMALE,WHITE,215533,NON-FREE LUNCH,RURAL,794,757,YES
REGULAR CLASS,MALE,WHITE,193423,FREE LUNCH,RURAL,NA,NA,NA
REGULAR CLASS,MALE,WHITE,216536,NON-FREE LUNCH,RURAL,NA,NA,NA
SMALL CLASS,MALE,WHITE,159171,FREE LUNCH,RURAL,743,725,NA
REGULAR CLASS,FEMALE,WHITE,159171,FREE LUNCH,RURAL,815,805,YES
SMALL CLASS,FEMALE,WHITE,159171,NON-FREE LUNCH,RURAL,810,747,YES
SMALL CLASS,MALE,WHITE,193423,NON-FREE LUNCH,RURAL,800,773,YES
REGULAR CLASS,FEMALE,WHITE,159171,NON-FREE LUNCH,RURAL,844,779,YES
REGULAR CLASS,FEMALE,WHITE,159171,NON-FREE LUNCH,RURAL,812,781,YES
REGULAR CLASS,MALE,WHITE,180344,NON-FREE LUNCH,URBAN,NA,NA,NA
SMALL CLASS,FEMALE,WHITE,193423,FREE LUNCH,RURAL,794,767,YES
SMALL CLASS,FEMALE,WHITE,215533,NON-FREE LUNCH,RURAL,738,763,YES
REGULAR CLASS,FEMALE,BLACK,159171,FREE LUNCH,RURAL,752,728,NO
REGULAR CLASS,FEMALE,WHITE,159171,NON-FREE LUNCH,RURAL,805,789,YES
REGULAR CLASS,MALE,WHITE,193422,NON-FREE LUNCH,RURAL,843,892,YES
SMALL CLASS,FEMALE,WHITE,193423,FREE LUNCH,RURAL,NA,NA,YES
SMALL CLASS,MALE,WHITE,221571,NON-FREE LUNCH,RURAL,NA,NA,NA
REGULAR CLASS,MALE,WHITE,221571,NON-FREE LUNCH,RURAL,NA,NA,NA
SMALL CLASS,FEMALE,BLACK,221571,FREE LUNCH,RURAL,NA,NA,NA
SMALL CLASS,FEMALE,WHITE,209510,NON-FREE LUNCH,RURAL,770,768,NA
REGULAR CLASS,FEMALE,WHITE,221571,FREE LUNCH,RURAL,831,803,YES
SMALL CLASS,FEMALE,WHITE,221574,NON-FREE LUNCH,RURAL,835,772,YES
REGULAR CLASS,MALE,WHITE,225585,FREE LUNCH,RURAL,857,774,YES
SMALL CLASS,MALE,WHITE,225585,NON-FREE LUNCH,RURAL,832,774,YES
SMALL CLASS,FEMALE,WHITE,225585,NON-FREE LUNCH,RURAL,766,787,YES
REGULAR CLASS,FEMALE,WHITE,225585,NON-FREE LUNCH,RURAL,783,815,YES
SMALL CLASS,MALE,WHITE,231616,NON-FREE LUNCH,RURAL,789,722,YES
REGULAR CLASS,FEMALE,WHITE,261927,NON-FREE LUNCH,RURAL,809,760,YES
SMALL CLASS,MALE,WHITE,162184,NON-FREE LUNCH,RURAL,NA,NA,YES
SMALL CLASS,MALE,WHITE,261927,NON-FREE LUNCH,RURAL,746,723,NO
SMALL CLASS,MALE,WHITE,231616,NON-FREE LUNCH,RURAL,NA,NA,NA
SMALL CLASS,MALE,WHITE,261927,FREE LUNCH,RURAL,784,761,YES
SMALL CLASS,MALE,WHITE,234628,NON-FREE LUNCH,RURAL,920,857,YES
SMALL CLASS,MALE,WHITE,189396,FREE LUNCH,RURAL,694,688,NA
SMALL CLASS,FEMALE,BLACK,169229,NON-FREE LUNCH,SUBURBAN,797,752,NA
REGULAR CLASS,FEMALE,WHITE,261927,NON-FREE LUNCH,RURAL,763,775,YES
REGULAR CLASS,FEMALE,WHITE,169229,NON-FREE LUNCH,SUBURBAN,850,769,YES
SMALL CLASS,FEMALE,BLACK,244806,NON-FREE LUNCH,INNER CITY,NA,NA,NA
SMALL CLASS,MALE,BLACK,244831,FREE LUNCH,SUBURBAN,835,811,YES
SMALL CLASS,MALE,BLACK,244774,NON-FREE LUNCH,INNER CITY,778,768,YES
REGULAR CLASS,MALE,BLACK,244818,NON-FREE LUNCH,INNER CITY,790,847,YES
REGULAR CLASS,FEMALE,WHITE,259915,NON-FREE LUNCH,RURAL,NA,NA,NA
SMALL CLASS,FEMALE,WHITE,259915,NON-FREE LUNCH,RURAL,781,847,YES
SMALL CLASS,FEMALE,WHITE,208501,NON-FREE LUNCH,RURAL,778,746,NA
SMALL CLASS,FEMALE,WHITE,208503,NON-FREE LUNCH,RURAL,818,821,YES
REGULAR CLASS,MALE,BLACK,244774,FREE LUNCH,INNER CITY,NA,NA,NA
REGULAR CLASS,FEMALE,BLACK,244774,FREE LUNCH,INNER CITY,NA,NA,NO
SMALL CLASS,MALE,BLACK,244831,NON-FREE LUNCH,SUBURBAN,801,774,YES
SMALL CLASS,FEMALE,BLACK,244799,NON-FREE LUNCH,SUBURBAN,840,789,YES
REGULAR CLASS,MALE,WHITE,215533,NON-FREE LUNCH,RURAL,790,730,NO
SMALL CLASS,MALE,BLACK,244780,FREE LUNCH,INNER CITY,NA,NA,NA
REGULAR CLASS,MALE,BLACK,244697,FREE LUNCH,INNER CITY,NA,NA,NO
REGULAR CLASS,FEMALE,BLACK,244839,NON-FREE LUNCH,SUBURBAN,775,754,YES
SMALL CLASS,MALE,BLACK,244728,FREE LUNCH,INNER CITY,NA,NA,NA
SMALL CLASS,FEMALE,WHITE,244745,NON-FREE LUNCH,SUBURBAN,NA,NA,NA
REGULAR CLASS,MALE,BLACK,244806,FREE LUNCH,INNER CITY,NA,NA,NA
SMALL CLASS,MALE,BLACK,244728,FREE LUNCH,INNER CITY,NA,NA,NA
SMALL CLASS,FEMALE,WHITE,193422,NON-FREE LUNCH,RURAL,841,823,NA
SMALL CLASS,FEMALE,BLACK,244727,NON-FREE LUNCH,SUBURBAN,765,753,YES
REGULAR CLASS,FEMALE,BLACK,244818,NON-FREE LUNCH,INNER CITY,NA,NA,NA
REGULAR CLASS,MALE,BLACK,244776,FREE LUNCH,INNER CITY,776,759,NA
SMALL CLASS,FEMALE,BLACK,244746,FREE LUNCH,INNER CITY,850,824,YES
REGULAR CLASS,MALE,BLACK,244806,FREE LUNCH,INNER CITY,757,780,YES
REGULAR CLASS,MALE,BLACK,244806,FREE LUNCH,INNER CITY,764,762,NO
REGULAR CLASS,FEMALE,BLACK,244755,FREE LUNCH,INNER CITY,NA,NA,NA
